age;mention_bac;distance_domicile_km;heures_travail_remunere_sem;taux_presence_pct;connexions_lms_30j;heures_lms_total;ressources_consultees;retards_rendus;nb_devoirs_rendus;messages_forum;motivation;satisfaction;sentiment_appartenance;date_inscription;moyenne_finale;abandon;ects_semestre;capacite_accueil;volume_horaire_s1;taux_reussite_historique_pct;filiere_Biologie;filiere_Droit;filiere_Gestion;filiere_Informatique;filiere_Lettres;filiere_Mathematiques;filiere_Psychologie;filiere_STAPS;bac_type_general;bac_type_pro;bac_type_techno;faculte_Droit-Science Po;faculte_Lettres & Langues;faculte_STAPS;faculte_Sciences & Technologies;faculte_Sciences Humaines;faculte_Économie-Gestion;etablissement_origine_autre;etablissement_origine_cfa;etablissement_origine_lycee_prive;etablissement_origine_lycee_public;etablissement_origine_nan
18;0.0;20.1;8.0;84.7;30.0;48.6;76;4;10;5;2.0;3.0;4.0;20-09-2024;13.22;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
21;1.0;0.8;11.0;97.2;38.0;77.9;86;4;11;4;5.0;4.0;4.0;27-09-2024;18.8;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
18;0.0;0.4;0.0;90.4;33.0;36.1;74;3;11;4;3.0;5.0;3.0;13-09-2024;13.81;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
18;1.0;18.1;;69.4;32.0;38.7;68;4;10;5;4.0;;5.0;16-09-2024;15.8;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;1.0;8.4;16.0;71.8;19.0;13.3;33;8;11;1;4.0;4.0;3.0;04-09-2024;14.95;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
18;0.0;0.3;0.0;93.9;42.0;69.4;79;7;13;4;4.0;3.0;4.0;09-09-2024;15.3;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
20;2.0;4.1;23.0;72.7;9.0;12.2;2;10;10;0;4.0;2.0;2.0;05-09-2024;6.25;1;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1
18;2.0;2.6;23.0;77.2;26.0;42.8;53;6;6;2;3.0;2.0;4.0;04-09-2024;17.16;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
17;1.0;34.5;;79.2;22.0;30.6;57;4;12;4;2.0;3.0;3.0;03-09-2024;14.95;0;30;810;265;81;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
18;0.0;24.8;3.0;55.4;3.0;0.3;15;4;4;0;1.0;;;24-09-2024;1.31;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
23;0.0;13.0;8.0;48.0;8.0;15.4;18;2;7;0;1.0;2.0;2.0;03-09-2024;0.4;1;30;810;265;81;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
20;2.0;12.5;;88.9;35.0;75.3;64;1;11;2;4.0;4.0;4.0;03-09-2024;18.06;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
18;1.0;7.5;23.0;81.2;40.0;55.6;118;5;9;4;3.0;4.0;4.0;11-09-2024;16.27;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
20;0.0;2.4;13.0;60.7;20.0;29.2;53;5;8;1;2.0;2.0;4.0;04-09-2024;1.71;1;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
24;2.0;10.8;18.0;91.6;36.0;53.6;89;1;11;8;4.0;;5.0;19-09-2024;17.73;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;3.0;14.8;11.0;87.9;42.0;47.5;91;0;8;2;3.0;3.0;3.0;25-09-2024;15.22;0;30;810;265;81;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0
20;1.0;1.2;27.0;75.5;17.0;37.4;39;6;9;1;3.0;3.0;3.0;06-09-2024;11.0;0;30;620;263;66;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1
19;0.0;5.2;0.0;56.3;23.0;34.6;43;1;7;3;3.0;4.0;2.0;04-09-2024;13.35;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
19;0.0;2.0;8.0;85.3;32.0;68.8;100;4;7;2;2.0;4.0;3.0;12-09-2024;16.54;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;1.0;7.8;22.0;50.9;13.0;13.9;21;5;5;0;1.0;2.0;1.0;03-09-2024;5.09;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
18;0.0;16.3;8.0;66.6;30.0;12.2;85;5;5;2;1.0;2.0;3.0;26-09-2024;13.5;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
20;;17.3;14.0;89.4;41.0;82.0;113;2;9;2;3.0;3.0;4.0;18-09-2024;17.08;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0
18;;18.4;14.0;79.6;23.0;31.6;64;6;10;1;4.0;2.0;3.0;02-09-2024;15.4;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;1.0;3.7;;92.9;41.0;62.0;80;3;11;7;5.0;5.0;4.0;26-09-2024;18.5;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0
18;0.0;10.8;0.0;97.6;39.0;59.1;121;1;12;6;5.0;5.0;3.0;25-09-2024;18.95;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
17;1.0;25.4;14.0;95.3;43.0;31.8;91;3;5;6;5.0;4.0;3.0;16-09-2024;17.29;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
18;2.0;10.4;0.0;68.5;27.0;34.8;68;2;11;4;4.0;2.0;3.0;03-09-2024;13.7;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
23;2.0;11.0;8.0;81.0;30.0;54.1;50;0;8;3;4.0;5.0;2.0;16-09-2024;18.29;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;40.4;20.0;52.3;0.0;0.0;0;5;5;0;2.0;;1.0;16-09-2024;6.18;1;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
20;0.0;86.8;8.0;84.7;39.0;55.2;83;5;11;7;5.0;5.0;3.0;27-09-2024;14.12;0;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
20;2.0;30.8;7.0;76.1;4.0;8.3;1;6;7;0;;3.0;2.0;12-09-2024;5.78;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
20;;2.0;24.0;74.2;37.0;65.4;83;5;6;2;4.0;3.0;3.0;12-09-2024;8.34;1;30;620;263;66;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1
18;0.0;27.3;17.0;75.5;22.0;23.2;54;5;5;2;4.0;1.0;3.0;03-09-2024;5.41;1;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
17;1.0;35.7;0.0;75.5;29.0;42.5;69;2;7;3;1.0;3.0;5.0;16-09-2024;14.62;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
20;2.0;4.5;0.0;67.1;3.0;4.3;21;6;8;2;2.0;3.0;3.0;23-09-2024;13.24;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
22;0.0;8.6;0.0;68.5;9.0;10.7;14;7;8;1;3.0;4.0;1.0;09-09-2024;3.75;1;28;710;325;60;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
24;0.0;2.9;0.0;86.4;36.0;41.0;83;5;8;1;3.0;3.0;2.0;19-09-2024;5.14;1;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
19;1.0;14.3;15.0;77.5;26.0;47.8;44;4;5;3;2.0;3.0;2.0;25-09-2024;13.63;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
18;0.0;19.8;0.0;56.7;5.0;5.1;16;7;7;1;1.0;3.0;1.0;27-09-2024;3.12;1;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
18;0.0;10.9;15.0;84.9;53.0;82.5;107;7;11;4;3.0;5.0;4.0;16-09-2024;16.29;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
17;0.0;1.1;0.0;71.2;12.0;18.8;17;4;7;1;;3.0;4.0;09-09-2024;8.67;1;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
19;2.0;11.1;28.0;77.1;32.0;52.9;95;3;12;2;4.0;3.0;4.0;18-09-2024;13.76;0;28;550;256;64;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
19;1.0;23.7;;84.8;35.0;38.4;61;3;8;6;5.0;5.0;3.0;16-09-2024;17.47;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0
19;2.0;;;88.9;24.0;28.9;60;5;9;3;;3.0;5.0;27-09-2024;13.16;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
22;1.0;2.8;14.0;95.1;52.0;50.1;139;1;10;9;4.0;4.0;;26-09-2024;17.67;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
20;0.0;5.0;7.0;86.5;24.0;37.1;52;1;9;1;4.0;3.0;4.0;02-09-2024;16.22;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
21;3.0;8.5;0.0;67.3;7.0;15.9;10;5;5;0;3.0;3.0;2.0;05-09-2024;8.29;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
18;1.0;4.3;0.0;89.3;45.0;70.0;92;3;8;5;5.0;3.0;5.0;12-09-2024;16.88;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
21;1.0;4.1;0.0;96.5;14.0;17.1;1;7;11;2;1.0;4.0;2.0;26-09-2024;14.48;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0
21;0.0;8.2;9.0;83.5;30.0;46.1;51;3;9;5;4.0;;2.0;23-09-2024;15.46;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0
18;1.0;6.8;0.0;70.4;37.0;80.6;63;4;10;8;3.0;;;27-09-2024;15.43;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
22;1.0;30.2;0.0;82.8;41.0;52.7;73;4;8;2;4.0;4.0;1.0;20-09-2024;13.94;0;28;550;256;64;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0
18;0.0;25.4;10.0;76.0;31.0;59.2;76;3;11;3;5.0;3.0;2.0;24-09-2024;18.75;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;23.2;0.0;81.7;12.0;18.2;22;4;7;1;4.0;4.0;2.0;23-09-2024;14.49;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
17;0.0;74.2;14.0;75.1;12.0;14.5;17;6;8;2;2.0;3.0;1.0;23-09-2024;14.06;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0
20;3.0;5.7;13.0;81.0;48.0;84.2;87;3;6;1;;3.0;;11-09-2024;17.47;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
19;2.0;3.0;15.0;82.9;36.0;60.6;77;3;7;2;4.0;4.0;4.0;23-09-2024;15.38;0;30;620;263;66;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1
19;0.0;15.7;0.0;67.1;18.0;16.7;40;7;7;3;4.0;2.0;4.0;23-09-2024;9.83;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
19;1.0;12.4;13.0;89.4;34.0;50.8;68;5;13;4;4.0;3.0;;10-09-2024;18.09;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
21;3.0;2.4;;94.1;48.0;59.2;79;0;9;8;5.0;4.0;3.0;25-09-2024;15.91;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0
18;3.0;2.4;5.0;93.5;46.0;67.5;85;4;9;5;5.0;5.0;3.0;19-09-2024;19.88;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;1.0;83.3;6.0;84.4;17.0;24.6;40;8;9;0;2.0;4.0;;11-09-2024;3.94;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
18;2.0;1.4;13.0;88.1;39.0;49.2;93;1;9;3;4.0;5.0;3.0;26-09-2024;17.54;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
19;1.0;4.8;;50.4;21.0;31.2;51;7;9;0;3.0;1.0;3.0;10-09-2024;14.92;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
25;1.0;11.5;0.0;76.9;18.0;36.0;16;3;11;4;3.0;3.0;3.0;04-09-2024;15.39;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
20;2.0;16.4;6.0;68.9;17.0;28.3;49;7;9;0;3.0;3.0;3.0;02-09-2024;13.53;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
17;;47.0;13.0;97.4;49.0;81.6;122;0;12;11;5.0;5.0;5.0;02-09-2024;18.55;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
18;0.0;18.6;23.0;85.8;47.0;95.8;121;0;13;7;4.0;5.0;3.0;26-09-2024;17.82;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;1.0;55.3;0.0;90.5;58.0;71.4;123;3;10;9;5.0;5.0;4.0;13-09-2024;17.86;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
20;1.0;10.1;14.0;77.6;40.0;62.0;87;4;7;2;3.0;5.0;2.0;16-09-2024;15.37;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
22;2.0;0.5;0.0;80.7;;63.6;98;2;11;6;4.0;4.0;4.0;27-09-2024;17.87;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;3.0;5.1;19.0;82.5;19.0;40.2;36;4;9;7;2.0;3.0;2.0;24-09-2024;16.69;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
22;0.0;14.0;21.0;64.0;14.0;15.1;20;7;9;0;2.0;;1.0;10-09-2024;1.81;1;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
21;2.0;1.3;;68.1;16.0;12.6;37;5;7;1;1.0;1.0;3.0;23-09-2024;7.69;1;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0
19;3.0;;0.0;87.5;22.0;29.1;50;7;7;5;4.0;2.0;1.0;25-09-2024;15.38;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
20;0.0;;;92.3;53.0;50.5;122;0;9;6;5.0;5.0;;04-09-2024;18.82;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
18;2.0;49.1;22.0;87.4;41.0;71.4;101;6;8;0;4.0;2.0;1.0;16-09-2024;17.64;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
18;2.0;5.4;0.0;97.1;38.0;73.2;79;1;12;3;2.0;3.0;3.0;17-09-2024;13.08;0;30;810;265;81;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
19;1.0;;3.0;99.8;35.0;66.3;51;0;9;6;5.0;5.0;5.0;20-09-2024;18.3;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;0.0;0.4;13.0;65.2;19.0;36.5;45;9;9;0;2.0;5.0;1.0;10-09-2024;11.95;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
18;;13.7;5.0;70.6;29.0;42.2;58;3;9;3;3.0;3.0;;24-09-2024;15.2;0;30;930;293;75;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
19;0.0;11.8;;76.9;24.0;36.9;59;5;8;3;5.0;5.0;3.0;16-09-2024;15.31;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
19;0.0;2.2;;70.8;70.0;118.4;143;2;7;7;3.0;3.0;4.0;09-09-2024;17.54;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;0.0;;11.0;81.0;35.0;54.7;88;4;12;9;3.0;;3.0;12-09-2024;15.67;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
22;0.0;13.5;13.0;58.3;10.0;7.7;29;8;8;0;2.0;2.0;2.0;04-09-2024;2.23;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
19;1.0;14.8;0.0;59.1;19.0;15.6;50;5;7;0;2.0;3.0;;17-09-2024;5.81;1;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
22;1.0;18.1;15.0;83.7;35.0;55.1;95;4;9;0;2.0;4.0;2.0;03-09-2024;13.2;0;28;550;256;64;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;3.8;;78.8;32.0;29.7;82;1;9;1;5.0;3.0;3.0;24-09-2024;17.96;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
23;3.0;6.6;11.0;52.4;0.0;0.0;0;6;6;0;2.0;1.0;;17-09-2024;6.45;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
20;0.0;4.7;6.0;97.2;;60.9;84;0;9;5;5.0;5.0;5.0;26-09-2024;17.23;0;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;0.0;13.7;16.0;79.5;19.0;23.7;22;1;9;3;3.0;;3.0;19-09-2024;16.19;0;28;550;256;64;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
22;3.0;23.1;16.0;87.5;38.0;67.3;74;2;6;4;4.0;3.0;4.0;12-09-2024;18.36;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
19;3.0;16.6;23.0;90.7;27.0;33.5;41;4;13;6;5.0;5.0;2.0;03-09-2024;17.47;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
20;0.0;18.8;15.0;81.8;38.0;57.9;99;1;11;4;3.0;4.0;3.0;05-09-2024;15.81;0;28;550;256;64;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
18;0.0;3.7;10.0;81.5;51.0;57.0;146;4;9;6;4.0;;2.0;23-09-2024;16.4;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
19;1.0;31.4;23.0;75.2;25.0;40.7;53;3;8;1;1.0;3.0;1.0;04-09-2024;4.91;1;30;810;265;81;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0
17;2.0;9.6;28.0;76.6;34.0;50.4;74;1;10;6;4.0;4.0;;17-09-2024;18.7;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
22;0.0;11.4;13.0;71.2;33.0;52.4;76;8;8;4;2.0;3.0;4.0;16-09-2024;8.31;1;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
22;2.0;2.1;9.0;69.9;27.0;40.5;56;8;11;0;3.0;2.0;3.0;18-09-2024;6.23;1;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
18;1.0;31.1;23.0;92.4;44.0;50.6;81;1;9;7;;5.0;3.0;13-09-2024;15.79;0;30;830;282;65;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0
19;1.0;12.3;18.0;98.9;51.0;54.7;94;0;9;5;;4.0;4.0;23-09-2024;18.69;0;30;620;263;66;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0
20;1.0;8.6;;90.7;14.0;25.5;23;2;7;4;3.0;5.0;3.0;26-09-2024;18.71;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
19;2.0;9.1;0.0;93.0;43.0;75.1;96;5;10;7;3.0;5.0;3.0;13-09-2024;15.23;0;30;980;247;60;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
18;;9.6;25.0;93.3;16.0;19.0;33;3;7;2;2.0;4.0;2.0;06-09-2024;16.1;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0
23;2.0;23.7;7.0;76.7;37.0;62.7;83;6;7;3;4.0;2.0;2.0;03-09-2024;8.2;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
20;3.0;21.0;0.0;73.9;38.0;62.3;104;5;10;1;3.0;4.0;2.0;06-09-2024;16.77;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
21;0.0;12.5;8.0;94.8;44.0;57.5;95;5;7;5;3.0;3.0;5.0;05-09-2024;15.31;0;28;480;265;78;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0
19;0.0;11.2;6.0;78.8;35.0;50.9;67;6;10;2;3.0;3.0;4.0;12-09-2024;17.0;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
20;1.0;0.5;0.0;93.6;24.0;48.2;46;0;10;3;4.0;4.0;4.0;23-09-2024;16.54;0;30;830;282;65;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
23;0.0;13.5;14.0;90.4;28.0;51.5;63;2;7;2;3.0;3.0;3.0;27-09-2024;14.8;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
19;1.0;14.4;12.0;99.8;51.0;118.9;133;1;11;6;5.0;4.0;4.0;10-09-2024;17.46;0;30;810;265;81;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
20;1.0;52.9;27.0;66.3;20.0;16.7;57;6;8;3;3.0;4.0;3.0;18-09-2024;5.66;1;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
18;2.0;13.4;13.0;86.1;22.0;24.0;57;1;7;3;4.0;2.0;3.0;10-09-2024;12.17;0;28;710;325;60;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0
19;1.0;48.8;;72.5;29.0;40.1;71;4;11;5;4.0;3.0;4.0;11-09-2024;9.62;1;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
23;1.0;11.7;13.0;91.3;22.0;26.8;49;3;10;1;4.0;5.0;2.0;12-09-2024;18.63;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
18;1.0;4.6;0.0;59.4;3.0;1.8;20;5;5;1;1.0;1.0;3.0;24-09-2024;1.88;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
20;2.0;3.9;4.0;71.7;29.0;38.3;52;5;7;5;3.0;4.0;2.0;27-09-2024;16.06;0;28;480;265;78;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
21;2.0;5.6;11.0;77.1;23.0;43.0;63;6;9;3;2.0;3.0;2.0;06-09-2024;15.43;0;30;830;282;65;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
21;0.0;;12.0;54.0;0.0;0.0;0;6;6;0;2.0;3.0;2.0;16-09-2024;5.2;1;30;980;247;60;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
22;1.0;13.8;17.0;66.1;38.0;81.5;66;7;7;1;2.0;2.0;2.0;24-09-2024;6.77;1;28;480;265;78;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
22;0.0;31.9;0.0;98.0;28.0;30.6;48;2;10;3;4.0;3.0;2.0;20-09-2024;17.57;0;28;710;325;60;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
20;1.0;15.8;0.0;74.5;25.0;52.9;50;2;7;4;3.0;5.0;4.0;26-09-2024;15.23;0;30;930;293;75;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
23;3.0;8.8;9.0;84.7;24.0;44.5;39;3;7;8;3.0;2.0;3.0;25-09-2024;15.86;0;30;810;265;81;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0
18;2.0;57.5;27.0;74.3;17.0;12.7;31;7;11;1;3.0;3.0;3.0;18-09-2024;17.6;0;30;620;263;66;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0
