student_id,annee_universitaire,filiere,age,sexe,bac_type,mention_bac,etablissement_origine,boursier,distance_domicile_km,heures_travail_remunere_sem,taux_presence_pct,connexions_lms_30j,heures_lms_total,ressources_consultees,retards_rendus,nb_devoirs_total,nb_devoirs_rendus,messages_forum,moyenne_partiels_s1,nb_ue_total,nb_ue_validees_s1,motivation,satisfaction,sentiment_appartenance,groupe_td,couleur_carte_etudiante,jour_inscription,id_dossier,date_inscription,moyenne_finale,abandon,commentaire_tuteur
ETU-03968,2024-2025,STAPS,19,h, pro,AB,lycee_public,Oui,,15.0,"76,8",7,7.3,15,8,13,10,0,9.5,5,1,2,3,1,A,gris,lundi,741523,02 Sep 2024,4.25,1,Engagement en ligne très faible.
ETU-04523,2024-2025,staps,19,F,general,Assez Bien,lycee_public,0,19.5,,69.0,7,7.3,30,0,11,9,1,,5,1,2,4,4,D,rouge,lundi,366671,02/09/2024,11.31,0,
ETU-00979,2024-2025,Biologie,17,femme,GEN,Assez Bien,lycee_public,1,9.8,6.0,54.5%,37,68.8,70,1,10,9,2,8.38,5,4,4,3,4,C,rouge,vendredi,192084,27/09/2024,14.26,0,
ETU-03081,2024-2025,Biologie,18,H,techno,AB,lycee_public,Non,"20,7",0.0,"98,3",64,70.5,150,0,12,12,4,12.73,6,4,5,5,,E,gris,lundi,351395,16 Sep 2024,18.63,0,
ETU-04640,2024-2025,Biologie,18,Femme,Generale,Passable,lycee_public,non,7.2,0.0,66.6,18,24.2,47,8,13,8,0,7.85,6,3,2,3,1,B,jaune,jeudi,684944,05/09/2024,3.18,1,Résultats fragiles aux partiels.
ETU-04789,2024-2025,droit,24,M,Technologique,Passable,lycee_prive,1,"8,9",25.0,79.1%,21,29.0,37,4,11,8,6,7.56,6,2,3,1,3,D,vert,mardi,819643,2024-09-10,5.16,1,
ETU-00262,2024-2025,Droit,19,Homme,TECHNO,B,lycee_public,O,"25,9",0.0,83.6%,12,14.9,35,3,13,8,2,12.83,6,6,2,,3,H,gris,vendredi,920405,13 Sep 2024,16.13,0,
ETU-04767,2024-2025,Lettres,19,F,général ,ab,lycee_public,N,3.1,0.0,77.2,31,56.0,62,5,11,9,2,"13,08",6,6,3,4,5,F,vert,jeudi,517058,12/09/2024,16.1,0,Travail sérieux et régulier.
ETU-02076,2024-2025, Mathematiques ,19,f,Technologique,ab,lycee_public,1,7.0,6.0,84.1,19,29.3,45,4,9,7,1,15.99,6,4,3,4,3,B,vert,lundi,918242,23/09/2024,18.88,0,Travail sérieux et régulier.
ETU-03863,2024-2025, Gestion ,17,M,Generale,passable,lycee_public,non,13.1,9.0,84.7,27,42.5,69,5,11,9,1,"8,3",5,1,,2,4,C,bleu,mardi,630771,2024-09-24,13.37,0,
ETU-05108,2024-2025, Psychologie ,19,femme,general,Passable,lycee_public,oui,0.1,12.0,79.8,45,39.8,88,3,9,9,2,10.69,5,3,5,4,4,H,rouge,mercredi,244643,2024-09-18,17.39,0,
ETU-01093,2024-2025,informatique,21,f,GEN,passable,,non,12.3,7.0,93.3,15,29.8,44,0,9,6,3,13.26,6,3,4,3,3,A,vert,jeudi,189905,2024-09-12,16.02,0,"Bon semestre, résultats solides."
ETU-02282,2024-2025,Informatique,20,Homme,pro,B,lycee_prive,non,8.5,0.0,68.3,34,65.1,46,4,12,9,0,8.16,6,4,3,4,3,B,bleu,mercredi,907062,2024-09-11,13.25,0,
ETU-00903,2024-2025,Biologie,19,F,general,Assez Bien,lycee_public,Non,0.7,8.0,91.4%,23,31.6,62,5,9,9,3,15.8,6,2,4,,3,G,jaune,lundi,200999,16/09/2024,19.39,0,
ETU-01542,2024-2025, Mathematiques ,21,F,general,passable,lycee_public,O,,0.0,86.4,42,72.8,76,1,13,12,4,12.74,7,3,3,5,3,D,vert,mardi,277700,2024-09-17,18.69,0,Engagement en ligne remarquable.
ETU-04343,2024-2025,Droit,19,NR,Général,,cfa,Oui,13.3,0.0,78.5%,32,55.1,59,3,13,13,2,13.01,7,5,5,3,,A,bleu,mardi,372120,17 Sep 2024,17.33,0,Travail sérieux et régulier.
ETU-04688,2024-2025,Biologie,17,Femme,Technologique,AB,,O,10.8 km,0.0,"80,5",32,59.2,67,2,12,10,4,"9,69",6,3,4,3,3,D,jaune,mercredi,763087,04/09/2024,14.65,0,
ETU-03864,2024-2025,Gestion,23,M,général ,Passable,cfa,non,11.1,11.0,55.5,8,18.2,4,6,13,9,0,"8,81",6,0,2,4,1,A,jaune,lundi,435984,09 Sep 2024,4.22,1,Engagement en ligne très faible.
ETU-00827,2024-2025, Informatique ,20,h,Général,AB,lycee_public,N,1.3 km,10.0,"88,0",40,72.9,82,2,13,13,5,12.22,6,6,3,4,2,D,bleu,jeudi,706187,12 Sep 2024,17.15,0,Travail sérieux et régulier.
ETU-00775,2024-2025,droit,20,femme,techno,,lycee_public,non,41.8,25.0,65.3,,15.6,44,7,12,8,0,"6,63",7,4,2,1,1,F,jaune,mercredi,160427,2024-09-04,1.63,1,
ETU-04021,2024-2025,GESTION,20,Homme,GEN,ab,lycee_public,Non,10.7,0.0,80.5,16,31.8,22,8,10,8,0,8.74,7,1,1,4,2,G,jaune,mardi,338561,2024-09-24,11.06,0,
ETU-00465,2024-2025,Droit,17,F, pro,Passable,,0,"27,5",0.0,"99,9",59,94.6,166,0,12,12,11,11.74,7,6,4,4,4,C,rouge,mercredi,661006,25 Sep 2024,19.12,0,Très actif sur la plateforme.
ETU-03001,2024-2025,PSYCHOLOGIE,22,f,général ,Assez Bien,lycee_public,N,2.1,13.0,58.6,13,20.4,24,5,9,5,0,"9,41",7,1,1,3,1,B,rouge,vendredi,426265,2024-09-27,4.37,1,Semble peu engagé dans la formation.
ETU-01891,2024-2025,STAPS,22,femme,PRO,AB,lycee_public,non,17.0,7.0,"98,1",39,57.3,81,1,10,8,10,13.35,6,4,4,5,5,G,jaune,mardi,844654,10/09/2024,19.01,0,
ETU-00080,2024-2025, Mathematiques ,19,Homme,Général,Bien,lycee_public,1,48.9,8.0,79.5,35,52.9,73,2,9,9,5,12.46,6,4,3,2,3,H,bleu,mardi,592318,24 Sep 2024,17.84,0,Travail sérieux et régulier.
ETU-02587,2024-2025,GESTION,20,f,Generale,Passable,lycee_public,1,19.3,9.0,69.8,19,25.9,40,6,11,9,0,10.66,6,5,2,3,2,H,bleu,mardi,262353,03 Sep 2024,5.84,1,
ETU-03160,2024-2025,Mathematiques,18,H,Général,Passable,,non,"26,8",0.0,67.2%,13,4.1,9,4,9,4,2,"11,7",7,7,4,3,3,C,rouge,jeudi,145257,19 Sep 2024,14.76,0,Profil dans la moyenne.
ETU-00597,2024-2025,LETTRES,18,F,général ,Assez Bien,lycee_public,Oui,19.3,28.0,"78,4",46,103.6,76,0,8,8,7,15.78,5,5,5,5,4,B,bleu,jeudi,724069,2024-09-05,19.27,0,
ETU-05017,2024-2025, Informatique ,17,M,général ,TB,lycee_public,oui,57.4,0.0,86.0,41,47.1,70,4,12,10,8,11.39,6,6,5,2,3,H,vert,jeudi,680484,2024-09-12,16.06,0,
ETU-04576,2024-2025,MATHEMATIQUES,20,femme,techno,Très Bien,lycee_public,Oui,,13.0,66.7,7,7.5,30,6,12,6,0,"11,97",6,4,2,2,1,H,bleu,mardi,292347,17/09/2024,5.9,1,Peu actif sur la plateforme.
ETU-02759,2024-2025,GESTION,21,h,general,Assez Bien,lycee_public,non,,0.0,62.4%,22,29.9,37,2,13,11,4,"5,61",7,2,4,2,2,D,vert,vendredi,499008,20 Sep 2024,11.23,0,Résultats fragiles aux partiels.
ETU-02655,2024-2025,Droit,19,F,pro,Bien,lycee_public,Non,"6,1",4.0,69.1,42,74.2,66,6,9,6,4,"14,32",6,6,4,2,4,C,vert,lundi,273505,16/09/2024,17.43,0,Profil dans la moyenne.
ETU-03017,2024-2025, Gestion ,18,H,Professionnel,,lycee_public,Oui,"11,7",16.0,"74,3",26,36.2,45,6,12,11,2,4.42,7,1,2,4,2,A,bleu,mardi,275572,17 Sep 2024,1.34,1,Résultats fragiles aux partiels.
ETU-04052,2024-2025,psychologie,19,NR,Technologique,P,lycee_public,0,7.0,27.0,80.4,24,32.0,40,4,8,6,1,11.15,5,2,1,4,4,D,jaune,vendredi,667285,27 Sep 2024,7.15,1,
ETU-04931,2024-2025,gestion,21,Femme,pro,ab,lycee_public,0,"14,1",21.0,52.5,6,12.2,20,3,10,6,0,6.4,5,3,1,,3,A,bleu,mardi,729398,03 Sep 2024,1.75,1,
ETU-00724,2024-2025,Informatique,17,f,général ,Passable,lycee_public,non,"14,5",28.0,63.1,7,10.3,29,4,9,6,0,12.32,6,6,3,4,3,D,gris,mardi,259673,03/09/2024,15.26,0,
ETU-01078,2024-2025,Gestion,26,Femme,Général,passable,lycee_public,Non,1.2,26.0,71.2,38,54.6,82,9,12,9,4,10.61,5,4,,4,4,G,bleu,jeudi,741677,05/09/2024,12.85,0,Plusieurs travaux remis hors délai.
ETU-00101,2024-2025,mathematiques,19,H,Technologique,Assez Bien,lycee_public,0,0.0 km,15.0,"80,1",14,24.0,38,5,8,7,1,9.04,5,1,2,4,3,E,rouge,mardi,966804,2024-09-17,5.33,1,
ETU-01417,2024-2025,Psychologie,25,Femme,Général,Passable,lycee_public,O,10.8,0.0,87.6,57,95.0,119,1,8,8,10,12.25,6,5,5,4,5,E,gris,mercredi,482237,18 Sep 2024,18.36,0,Très actif sur la plateforme.
ETU-02325,2024-2025,Mathematiques,17,Homme,general,AB,lycee_prive,1,16.3,15.0,49.8,38,29.2,79,5,13,10,1,12.48,6,5,2,3,2,H,jaune,mercredi,834886,2024-09-04,7.43,1,
ETU-00382,2024-2025,Informatique,23,h,techno,passable,lycee_public,1,35.7,0.0,76.9,9,22.3,30,4,11,7,1,1.19,5,0,1,4,1,F,jaune,lundi,181400,09 Sep 2024,0.33,1,
ETU-04190,2024-2025,STAPS,24,f,Technologique,passable,lycee_public,0,3.4,0.0,90.2,56,95.1,123,4,9,8,6,"11,73",6,4,4,5,5,A,vert,jeudi,196839,12/09/2024,18.41,0,Engagement en ligne remarquable.
ETU-03415,2024-2025,STAPS,17,Homme,Professionnel,AB,lycee_public,Non,"2,0",0.0,82.3,7,11.7,17,5,12,11,1,8.82,5,2,2,2,4,H,bleu,jeudi,326887,2024-09-05,7.39,1,
ETU-01264,2024-2025,informatique,18,H,techno,Assez Bien,lycee_prive,Non,10.2,22.0,"96,9",29,38.0,58,0,10,9,2,10.62,5,3,2,3,,H,rouge,mercredi,957155,25 Sep 2024,16.33,0,"Motivation en berne, à accompagner."
ETU-00953,2024-2025,Psychologie,21,h,Technologique,P,lycee_public,N,"10,4",6.0,69.6,,38.3,51,7,8,7,2,"9,41",6,0,2,5,1,A,jaune,mercredi,133360,2024-09-11,13.39,0,Semble peu engagé dans la formation.
ETU-04982,2024-2025,gestion,20,F,Professionnel,Assez Bien,lycee_public,0,2.2,12.0,69.2,35,52.0,60,6,12,8,1,"8,85",7,3,4,3,3,A,rouge,lundi,963472,2024-09-09,12.81,0,
ETU-04969,2024-2025,Gestion,19,f,Général,Bien,lycee_prive,oui,7.2,15.0,90.8,40,68.2,74,1,9,8,6,14.53,5,4,,5,3,G,jaune,mercredi,689776,18 Sep 2024,18.35,0,
ETU-00637,2024-2025, STAPS ,19,femme,Technologique,Passable,autre,O,"14,1",16.0,86.5,28,37.0,58,10,13,10,4,14.25,7,5,5,1,2,F,gris,mardi,150512,2024-09-24,16.14,0,"Rendus souvent en retard, à relancer."
ETU-01478,2024-2025,psychologie,19,Femme,Generale,ab,cfa,Oui,"5,1",15.0,73.8,33,58.0,98,4,12,10,7,11.62,6,4,2,,1,B,gris,jeudi,110100,05 Sep 2024,14.74,0,
ETU-00786,2024-2025,PSYCHOLOGIE,20,f,GEN,passable,lycee_prive,O,27.9,24.0,97.9,30,45.1,67,3,9,6,6,9.5,7,5,3,3,2,B,jaune,lundi,224036,02 Sep 2024,12.43,0,RAS.
ETU-02580,2024-2025,gestion,23,h,Generale,B,lycee_public,oui,4.7,10.0,"75,9",17,25.5,48,3,10,7,1,10.19,6,3,1,2,1,F,jaune,mercredi,382814,18/09/2024,6.88,1,Semble peu engagé dans la formation.
ETU-00461,2024-2025,Droit,20,M,général ,Passable,lycee_public,Non,43.1,0.0,49.5,4,4.3,1,6,10,7,0,6.43,7,3,1,1,1,C,rouge,jeudi,232706,12 Sep 2024,2.19,1,Forte baisse d'assiduité ce semestre.
ETU-03998,2024-2025,GESTION,19,F,Général,passable,lycee_prive,non,"17,3",0.0,94.9,54,67.3,145,1,13,13,7,13.33,5,5,5,4,4,H,bleu,jeudi,512454,12 Sep 2024,18.89,0,Étudiant assidu et investi.
ETU-03849,2024-2025,GESTION,21,Femme,general,AB,lycee_public,non,0.9,0.0,74.2,21,33.8,52,2,12,12,2,12.22,6,2,5,4,3,H,rouge,mardi,672288,24 Sep 2024,17.27,0,
ETU-03255,2024-2025,Droit,19,F,Generale,Assez Bien,lycee_public,oui,13.9,0.0,85.4,38,59.7,78,1,8,8,4,15.63,7,5,5,4,5,C,bleu,lundi,154785,09 Sep 2024,18.83,0,"Très bon investissement, en réussite."
ETU-04375,2024-2025,DROIT,22,Femme,GEN,,lycee_public,0,"0,3",,94.0%,34,50.6,45,1,11,9,5,17.69,7,7,4,3,4,B,jaune,lundi,597452,16 Sep 2024,18.84,0,
ETU-00543,2024-2025,STAPS,20,H,general,,lycee_public,Oui,33.0 km,,"56,5",28,48.5,76,5,8,6,0,8.23,6,4,2,3,2,A,bleu,mardi,318150,17 Sep 2024,4.62,1,Semble peu engagé dans la formation.
ETU-00813,2024-2025,Biologie,20,femme,general,B,lycee_prive,N,29.6,20.0,83.9,19,24.7,49,5,10,8,5,13.43,7,2,2,4,3,B,rouge,vendredi,183696,13/09/2024,15.78,0,Semble peu engagé dans la formation.
ETU-02555,2024-2025,Psychologie,20,Homme, pro,P,lycee_public,1,11.6,8.0,99.4,57,89.1,117,1,10,10,9,"9,59",6,4,5,5,4,A,gris,vendredi,820583,20 Sep 2024,17.82,0,Très actif sur la plateforme.
ETU-00899,2024-2025,DROIT,21,F,general,ab,autre,0,"32,3",,"91,9",44,87.5,80,2,9,8,5,12.42,7,6,5,2,,H,vert,lundi,215581,23/09/2024,17.37,0,
ETU-02015,2024-2025,Psychologie,23,M,TECHNO,ab,lycee_public,non,5.6,10.0,99.6%,53,96.4,113,2,11,11,3,15.12,5,5,5,,4,H,vert,jeudi,799100,12 Sep 2024,19.29,0,Étudiant assidu et investi.
ETU-02381,2024-2025,Informatique,19,F, pro,AB,autre,1,38.0,12.0,84.3,43,56.2,132,5,10,7,0,"12,47",6,2,5,5,1,A,gris,jeudi,702596,2024-09-05,16.83,0,
ETU-03772,2024-2025,Gestion,17,Femme,GEN,passable,lycee_prive,1,"14,8",0.0,"82,8",28,55.3,71,4,11,10,4,8.99,5,4,3,4,2,B,jaune,jeudi,631712,05 Sep 2024,14.75,0,
ETU-02332,2024-2025,Informatique,18,M,Generale,passable,lycee_public,0,54.4 km,12.0,"95,2",26,55.8,57,2,8,8,4,13.22,6,3,3,2,1,E,gris,jeudi,574279,2024-09-12,17.21,0,
ETU-04039,2024-2025,STAPS,18,F,techno,B,lycee_public,0,8.7,,73.1%,45,97.8,99,5,11,8,2,12.8,5,2,3,4,,E,rouge,vendredi,290957,13/09/2024,16.79,0,Suivi sans particularité.
ETU-03623,2024-2025,BIOLOGIE,18,Homme,pro,passable,lycee_public,Non,,13.0,78.4,25,38.0,40,4,13,10,2,9.42,5,1,2,4,2,H,vert,mercredi,639179,2024-09-04,13.56,0,"Motivation en berne, à accompagner."
ETU-02223,2024-2025,STAPS,20,F,Generale,ab,lycee_public,1,1.7 km,5.0,92.1,34,54.3,70,1,8,7,7,"13,52",6,2,4,3,,D,bleu,jeudi,358317,19 Sep 2024,18.81,0,
ETU-00387,2024-2025,lettres,21,H,GEN,ab,lycee_public,O,"14,4",0.0,75.8,,38.8,65,7,9,7,1,"9,68",6,5,2,2,3,A,gris,mercredi,842918,04 Sep 2024,7.25,1,
ETU-00187,2024-2025,LETTRES,20,Femme,general,AB,lycee_public,non,1.6,0.0,73.3,19,57.2,38,7,10,8,1,10.92,6,2,3,2,4,H,jaune,mardi,477069,2024-09-03,15.58,0,
ETU-00454,2024-2025,Mathematiques,24,M,général ,Passable,,non,14.2,26.0,85.8,30,41.6,84,3,13,11,3,"13,07",7,7,4,3,3,D,jaune,mardi,107879,24/09/2024,15.71,0,Travail sérieux et régulier.
ETU-02777,2024-2025,informatique,21,F,PRO,Bien,lycee_public,non,12.8 km,6.0,"75,2",20,27.8,27,2,8,6,2,7.77,6,3,3,3,3,E,jaune,jeudi,492216,26 Sep 2024,4.63,1,Résultats fragiles aux partiels.
ETU-04552,2024-2025,STAPS,18,H,general,Passable,lycee_prive,N,60.3 km,,85.0%,54,82.6,128,2,10,8,9,"11,65",7,6,5,5,2,C,rouge,mardi,550992,2024-09-17,17.06,0,
ETU-00499,2024-2025,MATHEMATIQUES,19,femme,techno,,lycee_public,O,17.1,23.0,"80,6",28,48.6,52,2,11,10,2,4.9,6,1,3,3,4,H,bleu,jeudi,340362,2024-09-12,12.6,0,
ETU-04697,2024-2025,psychologie,21,femme,techno,ab,lycee_public,oui,"1,7",20.0,"89,8",38,68.5,111,3,9,9,2,"11,54",6,4,4,3,2,B,jaune,mardi,897038,24 Sep 2024,16.24,0,
ETU-05185,2024-2025,Mathematiques,19,H,général ,Assez Bien,lycee_public,non,6.1,17.0,"89,4",65,91.8,154,0,10,10,13,13.84,5,5,4,5,5,F,rouge,mardi,950184,17 Sep 2024,19.58,0,
ETU-03462,2024-2025,Biologie,20,H,Generale,TB,lycee_public,0,4.2,,60.0,10,9.8,16,6,8,6,1,9.35,7,5,2,4,2,G,rouge,jeudi,705687,19 Sep 2024,5.95,1,Engagement en ligne très faible.
ETU-02019,2024-2025,Droit,21,femme,general,B,lycee_public,non,43.3,21.0,78.0,14,13.5,37,4,13,12,1,13.3,6,6,4,4,2,B,rouge,jeudi,836380,05/09/2024,16.02,0,"Bon semestre, résultats solides."
ETU-03643,2024-2025,Psychologie,19,Femme,Technologique,Bien,lycee_public,oui,25.7,0.0,77.6,46,92.6,120,6,9,7,3,"11,61",7,3,4,4,1,C,vert,vendredi,282016,2024-09-06,16.99,0,Engagement en ligne remarquable.
ETU-01702,2024-2025,psychologie,18,h,Général,Assez Bien,lycee_prive,0,27.3,0.0,"75,6",26,36.2,38,6,9,7,1,11.23,6,6,3,3,4,B,rouge,jeudi,568861,2024-09-05,15.22,0,RAS.
ETU-03396,2024-2025,STAPS,21,M,TECHNO,passable,lycee_public,non,6.3,15.0,91.6,30,38.1,76,5,10,10,4,"11,09",5,3,3,5,3,D,jaune,mercredi,536708,11 Sep 2024,16.21,0,
ETU-01182,2024-2025,STAPS,21,M,Général,ab,lycee_public,Non,"4,0",,86.9,21,39.5,48,8,12,9,1,"8,17",6,4,3,2,2,C,gris,vendredi,611346,2024-09-13,11.72,0,Plusieurs travaux remis hors délai.
ETU-02418,2024-2025,Droit,18,h,GEN,Très Bien,,1,10.2 km,11.0,71.5,30,46.6,70,2,12,9,0,"8,44",6,4,2,2,2,E,gris,jeudi,465253,26 Sep 2024,15.53,0,
ETU-05116,2024-2025,Lettres,21,F,Général,Assez Bien,lycee_public,Non,17.2,4.0,54.8,29,31.9,58,6,8,6,1,"13,54",6,3,3,2,3,H,vert,lundi,687051,02 Sep 2024,8.49,1,
ETU-02089,2024-2025,Mathematiques,18,h,TECHNO,Assez Bien,lycee_public,Oui,"24,3",0.0,89.3,39,58.4,104,2,10,10,3,"13,9",5,3,4,4,4,B,rouge,mardi,557978,17/09/2024,17.78,0,
ETU-04329,2024-2025,Informatique,21,h,Generale,Passable,lycee_prive,N,,7.0,70.1,3,7.4,22,7,13,10,0,8.22,6,3,1,3,2,A,rouge,mercredi,242527,2024-09-25,3.86,1,Engagement en ligne très faible.
ETU-04383,2024-2025,biologie,21,H,Generale,ab,lycee_prive,Oui,1.6,9.0,84.0,53,69.4,103,2,8,8,9,,5,5,4,4,5,B,gris,mardi,993971,2024-09-10,19.22,0,
ETU-00528,2024-2025,informatique,20,f,techno,AB,lycee_prive,0,31.0,15.0,70.1,39,46.8,87,3,12,11,6,"12,7",6,4,5,3,2,E,vert,lundi,571231,09/09/2024,16.41,0,
ETU-02112,2024-2025, Informatique ,21,F,général ,passable,lycee_public,oui,4.8,,97.2%,13,13.7,27,4,12,12,3,10.82,5,4,2,,3,B,rouge,lundi,159227,23/09/2024,16.28,0,Semble peu engagé dans la formation.
ETU-00428,2024-2025,lettres,23,Homme,Generale,Passable,lycee_public,N,39.9,0.0,62.5,,56.0,92,5,8,7,6,10.41,5,2,4,4,1,G,rouge,lundi,220326,23 Sep 2024,14.02,0,
ETU-02545,2024-2025,Gestion,19,H,TECHNO,AB,lycee_public,0,6.7,15.0,76.5%,8,21.2,30,7,8,7,4,10.07,6,4,2,3,4,H,bleu,jeudi,330181,26/09/2024,7.02,1,
ETU-00553,2024-2025,psychologie,20,f,Generale,Très Bien,,Non,20.0,0.0,"94,0",38,44.8,74,2,13,9,4,"13,86",7,7,3,3,2,H,vert,vendredi,585041,2024-09-06,17.41,0,Étudiant assidu et investi.
ETU-03960,2024-2025,biologie,18,F,GEN,ab,lycee_prive,Oui,,9.0,61.3,13,10.6,53,7,12,10,0,13.16,6,6,4,1,1,G,jaune,jeudi,241356,2024-09-05,13.78,0,Profil dans la moyenne.
ETU-04501,2024-2025,Biologie,18,femme,techno,B,lycee_public,Non,14.1,7.0,69.2,28,38.5,59,6,13,11,0,"10,28",6,3,5,,2,D,rouge,jeudi,706021,12/09/2024,14.22,0,Profil dans la moyenne.
ETU-01109,2024-2025,Gestion,22,M,Generale,B,lycee_public,non,,18.0,81.9,39,37.5,70,2,13,12,4,"15,47",6,6,5,3,3,D,gris,mardi,912928,2024-09-17,18.73,0,Travail sérieux et régulier.
ETU-01529,2024-2025,mathematiques,18,F,general,P,lycee_prive,non,30.2,,75.3,36,70.7,116,4,10,10,6,6.23,6,1,4,4,4,B,gris,mercredi,475111,18/09/2024,13.38,0,
ETU-00670,2024-2025,Gestion,19,Homme,TECHNO,P,lycee_public,non,,21.0,38.3%,17,17.5,24,0,12,8,0,8.79,5,2,2,3,1,C,gris,mercredi,348464,25/09/2024,3.72,1,Forte baisse d'assiduité ce semestre.
ETU-03426,2024-2025,psychologie,20,h,Professionnel,P,lycee_public,1,"13,0",22.0,85.2,20,34.6,35,2,9,6,0,10.33,6,2,3,3,4,E,rouge,mardi,180784,2024-09-10,11.75,0,
ETU-04759,2024-2025,droit,18,M,Technologique,,lycee_public,non,4.2,8.0,86.8%,53,68.1,96,3,13,13,13,"9,68",6,5,4,4,,C,gris,mardi,341191,10/09/2024,17.4,0,
ETU-00312,2024-2025,Gestion,21,femme,général ,P,lycee_public,0,6.6,15.0,"82,0",24,31.7,45,2,9,8,1,14.38,5,5,5,4,1,H,gris,vendredi,801154,13 Sep 2024,17.91,0,
ETU-04153,2024-2025,Mathematiques,20,H,TECHNO,Assez Bien,lycee_public,0,77.0,8.0,80.5,29,50.3,50,4,11,8,3,,5,3,,3,1,B,rouge,mercredi,701494,2024-09-04,4.59,1,Résultats fragiles aux partiels.
ETU-01178,2024-2025,STAPS,20,Homme,Generale,ab,,O,"12,2",17.0,70.3,34,36.3,81,6,8,7,1,"13,45",6,6,,3,3,H,jaune,lundi,914462,2024-09-16,14.24,0,Profil dans la moyenne.
ETU-00785,2024-2025, Gestion ,20,M,GEN,passable,lycee_prive,Oui,56.0,12.0,"90,9",,61.3,63,0,11,9,7,15.5,7,5,5,5,3,F,jaune,mardi,588820,24 Sep 2024,18.21,0,
ETU-01719,2024-2025, STAPS ,21,f,techno,AB,lycee_public,oui,8.8,0.0,76.7%,23,50.2,31,5,13,10,3,12.62,5,3,,3,1,G,jaune,jeudi,493810,05/09/2024,15.28,0,Travail sérieux et régulier.
ETU-00231,2024-2025,Droit,17,Homme,Général,Bien,lycee_public,non,8.9,8.0,52.4%,22,29.1,61,4,12,9,0,9.7,6,2,2,,4,E,rouge,vendredi,611751,13 Sep 2024,5.88,1,Forte baisse d'assiduité ce semestre.
ETU-01207,2024-2025,Lettres,18,Autre,general,Passable,lycee_public,N,4.4,23.0,"71,1",26,24.6,65,2,10,7,4,"13,47",6,4,3,4,1,D,vert,mercredi,402736,04 Sep 2024,8.69,1,
ETU-02060,2024-2025,STAPS,19,f,techno,AB,lycee_public,1,0.7 km,12.0,68.3,16,26.7,33,4,10,9,0,5.0,7,3,2,2,1,F,bleu,mardi,676538,24/09/2024,1.4,1,En difficulté sur les évaluations.
ETU-04961,2024-2025,Gestion,18,Femme,Technologique,P,lycee_prive,0,24.9,0.0,"74,5",31,54.0,85,1,11,11,2,9.2,5,4,3,3,3,E,bleu,mercredi,114672,18 Sep 2024,13.73,0,
ETU-02168,2024-2025,Informatique,19,h,pro,TB,lycee_public,N,29.4,,73.7,28,41.7,54,2,10,8,3,6.91,7,1,4,3,2,E,bleu,lundi,123588,02 Sep 2024,5.56,1,
ETU-00300,2024-2025,LETTRES,20,f,Général,tres bien,,O,11.8,,78.0,11,20.9,22,3,13,12,1,10.01,6,4,4,4,3,B,bleu,jeudi,450744,26 Sep 2024,14.45,0,Peu actif sur la plateforme.
ETU-02400,2024-2025,Psychologie,21,H,Professionnel,ab,lycee_public,Non,,16.0,75.2,29,45.3,71,2,12,9,4,9.17,7,2,3,5,2,E,gris,mardi,252135,17 Sep 2024,13.2,0,
ETU-04727,2024-2025,Droit,19,femme,général ,ab,lycee_public,O,39.5,0.0,85.0%,40,71.3,88,4,8,6,4,9.25,6,3,4,,3,D,vert,jeudi,324822,12/09/2024,15.26,0,Profil dans la moyenne.
ETU-02454,2024-2025,Psychologie,18,F,GEN,B,lycee_public,Non,26.2,,54.1%,0,0.0,0,7,11,7,0,7.81,6,4,3,2,1,D,vert,mercredi,802593,25/09/2024,2.79,1,Forte baisse d'assiduité ce semestre.
ETU-03480,2024-2025,Informatique,20,h,Generale,,lycee_public,Non,2.3,7.0,71.7%,,7.6,9,4,8,6,0,"6,9",6,3,3,3,3,B,vert,vendredi,663705,20 Sep 2024,11.94,0,Résultats fragiles aux partiels.
ETU-02101,2024-2025,Informatique,20,f,GEN,B,lycee_public,non,21.7,8.0,68.0%,39,70.5,69,2,9,8,4,13.9,6,4,5,4,4,D,gris,mardi,655255,24 Sep 2024,18.71,0,
ETU-02430,2024-2025, Gestion ,24,F, pro,ab,lycee_prive,1,31.2,26.0,83.0%,14,31.1,28,4,9,7,3,10.09,5,3,,4,1,F,rouge,mercredi,680535,11 Sep 2024,5.4,1,
ETU-05078,2024-2025,biologie,20,femme,Technologique,tres bien,cfa,non,7.7,19.0,70.7%,8,3.1,5,6,9,6,0,"10,73",7,4,1,2,1,A,vert,lundi,209908,23/09/2024,6.65,1,Engagement en ligne très faible.
ETU-04520,2024-2025, Psychologie ,17,Femme,général ,Bien,autre,0,5.6,18.0,"79,9",45,74.0,113,2,8,7,9,"10,55",5,5,3,4,4,H,vert,mercredi,743607,04 Sep 2024,18.23,0,
ETU-04793,2024-2025,Biologie,21,f,général ,tres bien,lycee_public,0,36.0 km,,74.8,29,41.9,71,5,8,5,0,13.33,5,2,3,4,3,F,gris,mercredi,204151,25 Sep 2024,15.86,0,Suivi sans particularité.
ETU-01026,2024-2025,Gestion,19,M,general,Passable,lycee_prive,non,2.8,6.0,73.6,31,42.4,70,4,10,9,2,6.24,6,3,2,4,4,H,vert,lundi,962921,23 Sep 2024,11.45,0,En difficulté sur les évaluations.
